student_id,age,gender,study_hours,attendance_pct,previous_marks,assignment_score,internal_assessment,midterm_marks,sleep_hours,final_score
STU0662,17,Female,5.1,55.7,75.9,79.1,99.5,73.6,9.0,77.4
STU0663,17,Female,7.7,88.2,65.3,49.3,77.7,54.7,6.1,56.6
STU0664,21,Male,3.6,83.9,77.2,73.2,62.2,86.6,6.0,67.5
STU0665,20,Female,8.1,88.6,74.0,63.9,53.6,42.4,8.1,49.6
STU0666,20,Female,2.0,97.6,71.3,63.1,92.4,61.0,6.7,63.5
STU0667,22,Male,4.2,88.8,43.3,78.1,88.9,58.8,6.3,60.4
STU0668,20,Male,9.8,80.6,74.8,62.7,54.0,91.3,5.7,64.8
STU0669,19,Female,8.1,92.9,82.3,87.7,52.0,44.2,8.1,69.2
STU0670,21,Female,5.5,83.7,94.7,48.9,82.9,35.6,8.1,61.0
STU0671,20,Female,4.1,70.4,40.6,81.3,58.9,49.3,7.3,47.5
STU0672,22,Female,8.8,94.3,80.2,89.5,58.4,84.2,8.8,75.8
STU0673,19,Male,5.9,61.1,71.4,82.0,49.1,47.6,6.3,60.2
STU0674,18,Female,7.8,85.7,63.9,72.3,55.8,49.5,5.9,52.0
STU0675,18,Female,7.8,94.1,47.0,97.3,65.7,42.8,7.7,58.8
STU0676,19,Male,1.2,86.6,62.5,61.5,84.0,77.9,8.0,67.2
STU0677,22,Female,2.1,84.9,59.5,46.1,60.2,39.2,5.9,47.8
STU0678,19,Male,6.9,87.6,56.7,68.8,59.7,54.9,5.3,55.9
STU0679,21,Male,2.5,73.3,80.2,46.8,57.1,51.9,8.2,52.5
STU0680,21,Male,3.3,93.7,78.5,97.5,68.7,68.3,8.9,72.0
STU0681,18,Female,9.5,60.2,72.4,56.5,50.8,78.8,7.6,57.8
STU0682,20,Female,6.0,56.4,91.6,88.4,69.1,67.0,6.1,64.2
STU0683,22,Male,7.8,64.3,59.2,87.6,82.3,90.9,9.0,72.8
STU0684,18,Female,6.0,76.6,53.4,57.0,41.8,92.1,8.6,49.5
STU0685,20,Female,6.0,75.5,76.1,79.2,40.6,56.7,7.1,60.3
STU0686,20,Male,1.8,91.0,50.9,47.6,44.5,81.7,8.3,46.6
STU0687,21,Male,4.1,70.2,57.3,71.6,72.1,79.3,8.3,55.8
STU0688,17,Female,3.5,74.2,52.4,45.8,91.3,88.6,8.7,58.0
STU0689,17,Male,4.5,50.7,43.8,95.7,40.3,61.9,8.4,53.1
STU0690,19,Female,8.2,70.5,85.5,98.7,96.2,66.8,7.6,80.3
STU0691,21,Female,4.3,82.4,54.0,57.2,46.4,59.9,7.4,44.9
STU0692,20,Female,5.1,50.8,66.0,56.4,90.5,86.0,6.9,65.2
STU0693,22,Female,4.6,64.0,42.4,86.5,69.0,48.8,7.5,55.6
STU0694,17,Male,1.8,60.4,78.5,58.9,79.6,49.4,8.2,64.4
STU0695,20,Male,5.0,52.1,58.2,94.2,70.6,57.4,8.9,59.6
STU0696,17,Male,2.8,74.0,81.0,76.6,68.6,48.8,6.9,64.0
STU0697,17,Male,2.7,59.1,62.7,64.3,90.1,68.7,7.3,60.0
STU0698,17,Female,1.8,87.2,50.8,90.8,85.4,43.1,6.8,62.0
STU0699,22,Female,4.2,92.4,68.2,72.1,69.0,54.2,7.7,62.5
STU0700,21,Male,7.8,77.3,47.2,95.1,46.7,89.8,7.5,63.2
STU0701,22,Female,3.5,99.1,64.2,96.0,46.9,59.6,5.1,62.4
STU0702,18,Female,3.8,72.5,57.5,54.1,88.1,79.9,7.2,66.6
STU0703,20,Female,6.8,75.7,90.2,45.1,71.8,41.8,5.4,64.4
STU0704,21,Male,2.8,99.5,43.4,99.1,68.9,49.9,5.1,58.6
STU0705,21,Male,9.1,61.6,78.2,94.8,80.8,83.4,8.2,82.3
STU0706,21,Male,5.7,97.1,50.1,48.0,91.5,80.8,6.0,59.2
STU0707,21,Female,5.0,52.1,57.5,90.8,77.7,58.2,6.4,63.7
STU0708,22,Male,6.0,72.3,62.9,70.2,85.8,92.3,5.3,70.2
STU0709,21,Male,2.5,53.5,89.9,59.2,85.9,89.6,5.7,71.0
STU0710,19,Male,6.5,86.5,53.3,93.3,61.4,92.7,8.1,59.8
STU0711,20,Male,4.3,80.4,45.0,55.8,56.4,60.7,7.0,51.9
STU0712,21,Male,9.1,85.3,57.5,97.1,88.1,46.8,8.5,63.8
STU0713,20,Male,2.5,68.7,45.8,56.3,62.6,72.6,6.6,52.1
STU0714,19,Female,5.6,68.5,47.1,78.8,94.2,76.1,6.1,71.9
STU0715,19,Female,6.4,52.3,71.6,57.3,44.2,42.5,6.4,51.6
STU0716,20,Male,1.3,67.5,43.3,75.0,43.5,82.2,7.9,58.6
STU0717,17,Male,4.3,96.5,41.7,82.6,95.6,36.1,7.2,59.1
STU0718,18,Female,7.6,69.0,79.3,55.5,78.9,64.0,8.6,66.3
STU0719,17,Female,8.4,91.6,59.9,73.6,62.8,54.9,7.4,56.9
STU0720,17,Male,3.8,92.1,46.9,70.8,85.3,79.4,7.0,61.1
STU0721,22,Male,8.2,68.7,53.9,48.9,80.3,53.8,8.1,57.0
STU0722,17,Male,9.7,81.6,75.3,90.0,71.9,84.6,8.8,71.9
STU0723,21,Male,8.7,54.8,55.2,63.5,45.9,70.7,6.4,55.4
STU0724,22,Female,2.1,55.2,67.2,76.6,88.7,82.6,6.0,69.4
STU0725,22,Male,7.7,52.4,46.7,73.3,92.0,94.4,7.5,68.8
STU0726,19,Male,3.9,79.1,72.3,73.2,50.3,75.7,7.0,60.7
STU0727,17,Male,9.9,71.3,57.4,50.9,91.0,94.1,9.0,70.8
STU0728,19,Male,5.4,77.4,74.5,68.3,92.7,36.7,6.8,62.3
STU0729,20,Female,2.1,76.1,84.5,69.9,73.0,55.3,5.3,68.3
STU0730,18,Female,7.5,67.5,73.6,85.4,79.4,41.5,8.9,62.0
STU0731,22,Female,3.9,83.9,56.3,91.2,62.9,50.7,8.4,59.6
STU0732,20,Male,10.0,87.9,54.1,75.0,56.9,85.3,5.7,59.2
STU0733,20,Male,9.8,50.7,58.0,49.8,83.3,36.9,8.6,57.5
STU0734,21,Female,6.9,60.4,49.1,58.0,91.7,66.2,6.4,58.6
STU0735,18,Male,2.2,85.7,50.0,54.1,79.2,69.0,6.5,55.1
STU0736,20,Male,7.2,69.3,83.5,51.9,70.7,68.7,8.6,60.0
STU0737,20,Female,1.8,83.1,61.2,65.1,49.5,63.5,7.1,54.0
STU0738,18,Female,1.3,67.3,64.0,57.6,43.2,82.4,5.6,56.8
STU0739,18,Female,8.4,69.5,72.7,57.0,66.7,43.0,6.5,57.6
STU0740,20,Female,2.9,57.9,72.4,48.0,43.0,53.6,7.9,49.2
STU0741,18,Male,4.4,62.9,43.7,46.0,74.2,71.9,5.7,51.7
STU0742,20,Male,9.8,80.3,85.7,50.7,63.0,76.5,7.4,63.2
STU0743,20,Female,4.0,71.7,49.8,54.5,85.4,59.2,7.8,56.4
STU0744,21,Male,3.7,88.7,79.8,68.7,58.3,87.5,6.4,67.1
STU0745,17,Female,9.3,92.6,82.5,73.1,75.6,59.9,7.8,68.1
STU0746,20,Female,2.0,77.1,79.3,52.7,72.3,59.2,8.5,65.8
STU0747,19,Male,7.8,87.9,71.8,68.4,40.3,37.2,6.9,50.4
STU0748,22,Female,9.9,65.3,40.8,63.8,44.3,68.1,6.5,50.2
STU0749,17,Male,9.1,70.7,59.8,55.1,57.4,77.5,6.0,57.4
STU0750,17,Male,6.9,85.6,73.3,45.4,92.9,41.9,7.4,59.1
STU0751,17,Male,3.8,69.3,61.3,70.7,48.8,53.3,8.5,54.0
STU0752,21,Male,3.3,79.4,87.5,82.7,82.7,81.9,6.3,74.7
STU0753,20,Female,8.4,59.3,57.0,57.4,98.4,57.0,6.6,62.8
STU0754,21,Male,8.9,80.0,56.1,52.2,87.4,49.5,6.6,61.0
STU0755,20,Female,5.7,93.1,54.6,93.8,54.6,75.3,7.2,60.5
STU0756,21,Female,3.2,93.4,58.3,60.1,94.5,46.8,5.9,61.2
STU0757,21,Female,2.0,86.2,70.7,57.3,45.6,88.7,8.3,51.1
STU0758,22,Female,1.8,87.3,78.9,92.1,68.1,41.3,6.2,63.1
STU0759,19,Male,7.5,77.9,76.4,89.9,93.3,77.4,7.8,75.5
STU0760,21,Male,4.8,79.2,84.4,69.7,78.5,65.0,7.1,68.7
STU0761,22,Female,9.1,56.7,88.7,71.9,64.8,87.2,7.3,70.9
STU0762,18,Female,7.7,72.2,84.9,57.0,57.6,42.6,5.7,57.1
STU0763,19,Male,2.7,72.5,41.0,49.3,62.5,75.7,7.9,50.1
STU0764,21,Female,6.5,97.9,80.5,76.5,70.5,69.3,5.8,69.0
STU0765,17,Male,4.9,71.6,51.5,50.4,59.1,63.8,5.5,46.1
STU0766,18,Female,6.2,77.5,47.3,69.7,98.1,64.5,7.2,64.5
STU0767,18,Male,7.6,76.7,75.1,96.7,96.0,78.3,7.8,76.1
STU0768,22,Female,8.3,81.8,57.6,97.4,92.2,91.3,5.2,79.9
STU0769,18,Female,8.6,87.4,43.1,58.2,65.3,40.5,5.3,45.3
STU0770,19,Male,3.3,61.3,47.6,79.3,81.5,36.2,8.2,58.9
STU0771,21,Female,1.3,76.4,40.1,71.1,94.2,83.3,8.2,64.6
STU0772,21,Female,7.7,91.3,89.7,93.2,91.0,41.5,6.0,67.8
STU0773,17,Male,2.0,73.2,41.4,59.9,64.9,94.2,7.5,55.1
STU0774,22,Female,3.8,63.9,51.5,45.2,46.7,72.2,6.8,51.1
STU0775,17,Male,1.0,82.7,62.9,53.9,44.5,74.1,7.5,55.0
STU0776,18,Male,7.1,91.2,59.6,64.2,74.6,46.9,8.5,52.9
STU0777,17,Female,2.5,53.2,90.1,62.4,78.6,49.4,5.3,69.6
STU0778,19,Female,6.9,88.8,42.2,88.5,91.0,74.6,8.1,66.9
STU0779,21,Female,9.9,91.1,68.2,82.4,57.6,89.6,7.0,70.0
STU0780,18,Female,1.7,73.1,77.4,61.5,50.0,93.9,7.3,59.5
STU0781,17,Female,1.7,99.2,91.2,70.2,62.7,46.9,7.6,60.8
STU0782,22,Female,4.1,89.3,74.1,50.3,61.2,43.0,8.7,54.3
STU0783,19,Female,8.8,88.7,84.2,94.4,47.9,38.4,5.2,60.0
STU0784,19,Male,2.9,87.4,44.6,96.4,80.3,87.1,5.1,59.6
STU0785,17,Female,4.2,57.5,61.2,98.9,70.5,52.7,5.7,63.3
STU0786,21,Male,1.6,60.9,60.6,92.8,83.3,35.1,8.9,55.9
STU0787,17,Female,7.9,73.2,88.7,54.6,61.2,48.4,7.9,56.0
STU0788,18,Female,4.7,63.2,48.3,47.5,59.5,55.4,7.5,44.0
STU0789,17,Male,7.8,70.8,48.4,76.9,68.4,94.5,5.2,68.0
STU0790,19,Female,9.1,94.4,58.1,95.2,92.6,66.4,8.5,75.7
STU0791,17,Female,3.1,91.2,43.0,54.8,42.4,47.3,8.3,43.3
STU0792,21,Male,8.3,81.5,50.0,45.4,88.3,55.1,7.7,55.2
STU0793,22,Female,1.5,92.9,93.1,89.3,62.1,54.8,6.4,67.9
STU0794,20,Female,9.1,89.2,63.6,49.2,91.3,36.2,5.3,60.6
STU0795,17,Female,6.9,71.4,74.8,67.8,88.1,43.1,7.3,58.0
STU0796,21,Male,8.9,60.1,79.9,82.3,60.9,76.7,7.9,65.1
STU0797,21,Female,1.0,75.7,60.2,58.0,81.6,42.2,5.4,58.7
STU0798,22,Female,2.5,86.8,48.1,49.6,49.6,48.8,7.5,48.1
STU0799,19,Female,4.5,71.8,51.4,87.4,93.8,56.0,6.1,67.4
STU0800,21,Female,4.4,83.3,57.2,79.7,64.3,80.5,8.1,59.9
STU0801,21,Male,3.0,54.7,75.0,99.4,67.3,69.9,7.2,72.9
STU0802,21,Male,4.4,87.4,61.9,63.9,82.3,76.3,5.5,68.8
STU0803,21,Female,2.2,90.6,40.4,48.4,89.3,69.0,7.1,58.4
STU0804,18,Female,4.7,85.3,68.8,85.4,54.2,76.0,6.6,56.3
STU0805,18,Male,8.2,98.4,90.7,73.7,79.7,35.2,5.7,66.0
STU0806,19,Male,5.3,91.3,84.7,56.7,63.5,90.9,8.4,69.1
STU0807,17,Female,1.2,95.2,85.4,88.0,62.1,41.7,5.0,61.4
STU0808,21,Male,4.8,96.7,83.7,56.2,81.4,59.4,6.2,65.7
STU0809,22,Female,1.2,90.1,57.8,59.3,63.2,81.3,5.1,57.0
STU0810,17,Male,9.7,83.7,82.1,50.1,60.8,61.1,5.4,56.8
STU0811,22,Male,2.1,50.3,47.9,67.0,90.2,91.8,6.2,71.1
STU0812,17,Male,7.4,73.3,76.2,68.0,46.1,63.1,5.2,58.6
STU0813,19,Male,9.8,78.6,75.3,73.3,80.6,87.5,7.4,69.3
STU0814,21,Female,8.4,65.2,41.4,84.0,54.9,83.6,5.3,54.7
STU0815,21,Male,7.3,65.9,83.3,94.8,40.9,93.9,7.8,67.3
STU0816,20,Male,8.6,98.1,89.7,52.6,50.0,90.6,5.2,62.3
STU0817,22,Female,9.8,94.6,54.7,48.0,76.4,88.9,5.2,62.1
STU0818,17,Male,6.6,92.5,84.7,46.0,82.5,78.9,6.2,69.2
STU0819,17,Male,6.0,70.3,44.5,52.9,41.3,57.0,8.6,45.8
STU0820,18,Female,6.7,50.7,73.0,81.2,42.2,41.4,7.6,52.1
STU0821,20,Male,5.8,54.0,66.7,85.0,94.2,76.3,8.1,76.1
STU0822,18,Female,6.7,65.6,70.0,88.3,44.4,93.7,5.6,69.7
STU0823,18,Female,5.0,50.8,90.9,58.4,93.7,78.6,8.3,73.5
STU0824,18,Female,3.0,50.9,87.9,61.8,53.7,90.7,5.0,63.3
STU0825,22,Female,2.1,95.8,83.2,71.6,84.4,83.3,5.9,73.5
STU0826,22,Male,1.6,85.3,55.1,48.5,58.6,44.8,7.5,53.8
STU0827,19,Female,3.4,65.4,90.2,78.6,91.5,50.0,6.5,68.5
STU0828,19,Male,1.4,56.6,45.4,99.1,82.0,55.5,8.9,61.4
STU0829,18,Male,6.1,75.6,86.9,64.8,64.1,45.1,5.1,60.8
STU0830,20,Male,3.6,50.3,58.0,86.4,44.6,69.9,9.0,59.1
STU0831,17,Male,8.4,96.9,43.0,72.5,84.0,93.5,7.5,60.3
STU0832,22,Male,1.7,70.7,76.8,52.0,77.0,80.7,7.2,69.2
STU0833,20,Male,3.0,70.1,52.7,77.0,40.2,60.4,5.2,55.0
STU0834,21,Male,7.6,69.5,53.4,61.5,40.6,35.3,6.1,42.7
STU0835,22,Male,6.4,53.5,56.8,46.9,88.5,53.8,8.7,65.5
STU0836,22,Male,1.6,81.9,43.5,79.9,55.6,66.6,6.4,58.0
STU0837,19,Male,8.9,86.7,49.7,92.2,78.2,54.5,7.6,66.2
STU0838,17,Female,8.9,83.8,40.3,64.0,67.3,41.7,9.0,52.9
STU0839,17,Female,4.0,56.9,64.5,66.5,91.8,61.6,6.1,68.8
STU0840,21,Female,4.1,78.9,44.6,94.0,95.0,50.2,7.3,64.3
STU0841,21,Male,9.9,78.5,77.5,89.7,99.8,89.6,7.8,81.3
STU0842,22,Female,6.6,93.4,53.0,84.3,49.2,41.1,5.7,48.8
STU0843,18,Female,5.8,69.0,91.9,58.7,91.8,37.9,5.6,64.4
STU0844,19,Female,8.5,68.6,87.9,95.1,56.0,35.3,6.8,62.4
STU0845,19,Male,3.6,80.9,55.9,53.5,75.4,54.7,6.5,55.2
STU0846,22,Male,4.9,81.7,83.1,79.5,70.3,74.6,7.9,74.7
STU0847,20,Male,3.4,73.5,84.2,46.6,41.1,78.8,5.3,50.6
STU0848,18,Male,8.1,72.2,94.3,80.4,96.0,62.2,8.9,81.3
STU0849,22,Female,6.2,74.7,72.9,60.2,44.7,76.1,5.1,54.6
STU0850,18,Female,6.9,93.1,44.5,69.7,81.3,56.6,7.4,57.4
STU0851,18,Female,3.3,73.1,75.6,64.0,87.1,75.1,7.3,66.8
STU0852,18,Female,3.0,97.0,74.4,54.5,87.7,37.4,5.5,64.9
STU0853,22,Male,5.4,75.2,75.1,79.2,48.1,58.4,5.6,57.6
STU0854,19,Male,7.6,97.5,56.9,93.5,66.9,82.5,8.2,68.9
STU0855,19,Male,5.7,91.6,87.3,97.7,89.8,83.2,8.6,83.0
STU0856,18,Female,1.3,68.1,92.8,55.6,58.2,78.0,6.1,61.2
STU0857,20,Male,8.8,93.2,52.0,84.5,68.1,47.3,6.8,57.4
STU0858,17,Male,1.6,55.5,44.8,81.5,56.4,49.8,6.4,55.4
STU0859,22,Female,9.6,96.3,50.7,63.9,67.8,94.8,5.3,60.2
STU0860,17,Female,1.2,81.6,85.1,46.1,93.3,41.2,7.7,64.7
STU0861,20,Male,7.3,52.7,77.2,82.9,67.3,45.8,8.3,62.0
STU0862,22,Male,1.7,82.2,75.0,97.0,73.4,42.8,6.2,68.8
STU0863,18,Male,9.2,98.7,62.1,79.8,64.2,54.7,9.0,65.1
STU0864,19,Male,5.2,53.5,71.8,68.9,67.6,47.6,5.3,52.9
STU0865,17,Male,2.2,77.7,56.9,73.9,40.9,64.9,7.6,48.5
STU0866,21,Male,4.1,87.4,66.2,56.0,57.0,63.6,6.8,54.0
STU0867,21,Female,2.5,90.5,83.6,86.3,66.2,89.1,6.8,77.3
STU0868,20,Female,2.5,70.7,94.0,86.1,78.0,37.1,6.8,69.6
STU0869,18,Female,9.5,60.2,91.3,53.0,67.0,54.2,6.0,58.7
STU0870,17,Male,5.0,52.1,91.4,93.3,60.3,70.8,7.9,73.5
STU0871,18,Female,8.1,79.0,62.1,59.8,63.3,71.3,7.9,56.0
STU0872,17,Male,6.8,72.6,65.8,99.0,54.5,63.8,6.1,66.3
STU0873,20,Male,7.1,97.4,78.8,66.1,95.5,83.9,8.3,76.3
STU0874,20,Female,2.2,53.0,90.7,54.8,71.3,38.8,6.3,56.8
STU0875,21,Male,3.1,84.3,47.8,64.3,40.8,83.9,7.9,52.1
STU0876,18,Male,8.1,51.2,56.7,69.2,41.2,64.7,5.5,56.1
STU0877,22,Female,9.7,58.6,47.7,48.8,98.4,43.0,5.7,50.7
STU0878,21,Female,3.4,72.7,73.7,76.8,53.3,88.1,6.3,66.1
STU0879,18,Female,3.4,72.7,56.8,77.9,88.3,74.0,7.4,63.8
STU0880,21,Male,5.3,84.3,57.9,85.6,43.5,44.8,7.6,52.2
STU0881,22,Female,9.9,95.5,43.9,46.6,95.3,37.0,6.6,54.4
STU0882,19,Female,3.4,82.0,59.2,74.8,92.5,43.5,5.3,68.1
STU0883,19,Male,4.7,97.7,87.4,47.9,74.3,71.5,6.5,64.9
STU0884,19,Female,9.0,94.1,52.8,83.6,40.5,45.8,7.8,55.0
STU0885,19,Female,1.0,79.2,78.2,48.1,55.5,48.5,7.7,50.4
STU0886,17,Female,1.4,91.7,74.6,95.1,64.4,36.5,5.6,59.8
STU0887,19,Male,6.4,82.1,87.5,83.6,67.6,78.4,5.0,73.9
STU0888,22,Male,9.2,53.9,47.3,72.9,57.9,83.6,8.0,59.6
STU0889,20,Male,3.1,87.0,93.8,69.3,42.0,82.8,5.4,63.8
STU0890,20,Male,5.2,54.7,72.0,52.2,75.4,42.7,5.3,55.5
STU0891,17,Female,5.1,79.7,94.8,61.0,71.4,89.2,5.0,76.4
STU0892,19,Male,5.3,85.1,90.1,92.8,57.0,75.3,6.7,70.3
STU0893,19,Male,6.6,53.3,52.2,94.7,42.3,88.9,7.0,58.3
STU0894,19,Female,5.2,61.5,43.1,45.0,99.7,61.8,7.6,55.3
STU0895,21,Female,5.0,95.8,54.1,77.7,68.9,61.2,6.2,61.3
STU0896,18,Female,5.3,80.8,69.0,84.6,85.4,82.1,7.8,79.5
STU0897,21,Male,6.3,62.3,49.4,79.0,67.1,40.6,5.7,52.4
STU0898,18,Male,5.8,84.5,49.2,49.5,42.6,66.3,8.3,53.4
STU0899,19,Male,8.7,79.8,65.4,57.0,58.6,85.2,7.3,60.7
STU0900,19,Female,1.4,75.1,41.8,58.8,59.2,84.8,7.3,53.3
STU0901,21,Female,8.5,98.8,46.7,90.7,90.3,92.4,5.8,69.4
STU0902,21,Male,8.6,84.2,62.9,70.5,79.3,76.9,5.3,65.7
STU0903,18,Female,3.6,68.8,43.5,71.8,56.5,47.5,6.9,47.1
STU0904,20,Female,5.2,90.0,61.8,96.4,98.1,36.2,7.5,64.8
STU0905,18,Female,4.9,94.2,66.1,80.0,59.3,63.8,5.4,55.9
STU0906,21,Male,3.0,56.3,64.8,94.4,99.9,65.8,8.8,79.0
STU0907,22,Female,4.6,60.0,87.8,70.1,99.8,49.4,8.9,74.7
STU0908,21,Female,1.4,60.8,69.2,53.2,51.5,42.5,7.2,50.3
STU0909,22,Male,3.5,84.6,65.7,96.1,58.8,70.2,8.8,64.5
STU0910,17,Male,8.4,80.2,62.6,70.2,69.2,80.9,5.7,64.4
STU0911,21,Female,3.6,80.9,85.0,55.0,79.8,94.6,5.1,69.3
STU0912,17,Female,8.4,97.0,89.2,61.6,71.7,80.5,5.2,66.5
STU0913,20,Male,5.8,88.8,86.9,47.8,98.2,82.6,7.4,75.4
STU0914,18,Male,8.9,56.4,77.0,70.8,83.4,72.0,5.2,69.2
STU0915,22,Female,6.2,67.4,47.6,91.9,52.7,94.2,8.8,64.2
STU0916,18,Female,1.3,71.8,55.2,96.3,46.3,73.4,5.6,54.5
STU0917,17,Female,7.1,69.8,42.5,96.3,81.3,86.6,6.2,67.6
STU0918,22,Female,1.4,83.5,91.2,51.9,49.5,91.7,8.3,60.6
STU0919,18,Male,5.1,94.6,76.3,66.0,87.3,90.8,5.9,74.5
STU0920,21,Female,9.4,65.3,81.0,46.6,58.7,57.9,6.0,60.2
STU0921,19,Female,2.5,77.6,57.1,92.0,59.6,39.7,7.6,60.3
STU0922,17,Male,4.5,89.5,86.5,64.7,40.6,45.3,6.1,52.6
STU0923,18,Female,7.6,70.8,54.3,79.7,82.1,38.6,5.9,55.5
STU0924,17,Male,8.9,58.4,40.1,84.3,46.8,41.3,6.0,46.9
STU0925,17,Female,7.0,73.7,60.7,68.6,86.4,46.1,7.0,58.7
STU0926,22,Female,3.3,52.8,71.4,61.9,69.5,55.5,8.9,60.5
STU0927,22,Male,7.1,97.1,66.3,97.9,87.1,67.6,8.3,68.3
STU0928,19,Male,3.7,53.7,87.4,98.0,75.0,77.7,6.1,71.0
STU0929,21,Female,7.5,71.9,45.8,60.9,44.9,47.7,6.5,44.5
STU0930,17,Female,9.6,76.5,70.5,71.4,85.9,75.4,6.9,72.1
STU0931,18,Female,7.5,99.3,68.2,98.5,44.2,77.3,8.9,61.3
STU0932,20,Male,8.8,58.3,55.5,45.3,68.7,68.5,5.7,57.7
STU0933,17,Female,1.0,55.7,85.2,67.7,50.3,89.2,6.4,66.5
STU0934,17,Male,7.5,50.4,81.4,50.5,85.1,41.7,7.9,65.8
STU0935,19,Male,8.5,57.8,80.3,73.0,94.7,45.6,8.9,66.3
STU0936,21,Female,1.4,60.4,88.2,46.4,73.2,60.7,5.6,57.2
STU0937,20,Male,8.8,81.5,79.8,67.4,71.6,42.6,5.9,63.0
STU0938,22,Female,3.3,61.0,52.8,57.1,85.8,69.0,5.9,61.2
STU0939,22,Female,7.0,51.0,78.8,74.3,40.3,58.9,5.1,58.1
STU0940,18,Female,8.2,91.3,56.9,99.8,95.1,52.1,7.4,66.5
STU0941,20,Female,7.0,68.3,53.3,89.0,51.8,45.2,7.7,56.5
STU0942,22,Female,1.8,67.7,44.0,91.5,99.0,55.1,7.4,63.4
STU0943,18,Male,6.4,65.1,80.9,79.9,84.2,71.5,5.3,73.1
STU0944,21,Male,5.9,98.8,79.1,47.3,86.5,69.5,5.3,64.3
STU0945,18,Female,9.1,58.5,52.9,56.4,79.4,44.8,5.8,55.7
STU0946,22,Female,4.6,94.9,81.2,95.9,68.3,42.5,6.2,62.2
STU0947,19,Male,3.9,88.8,90.5,65.1,74.3,36.6,8.1,63.6
STU0948,19,Male,7.7,53.8,45.9,50.7,42.8,35.7,5.6,42.6
STU0949,19,Male,4.7,99.3,52.8,83.6,77.4,87.8,5.2,67.9
STU0950,22,Male,6.8,63.6,81.3,61.5,77.6,37.7,6.6,65.5
STU0951,19,Female,6.8,54.9,55.1,59.8,93.5,78.9,6.7,66.5
STU0952,20,Female,9.0,91.5,74.4,99.9,70.3,87.3,6.8,77.7
STU0953,21,Male,6.4,85.3,44.5,92.2,44.6,40.9,8.3,50.1
STU0954,18,Female,5.5,80.9,64.9,67.4,58.4,61.2,5.4,59.9
STU0955,18,Male,2.2,57.8,80.7,98.9,79.3,92.7,7.8,74.1
STU0956,22,Female,2.0,73.9,77.8,80.8,54.4,85.0,6.4,66.6
STU0957,19,Male,2.4,89.0,84.8,85.8,56.8,64.4,6.2,62.4
STU0958,19,Female,2.5,65.2,88.3,46.7,89.2,80.8,8.7,70.7
STU0959,17,Male,6.7,65.6,82.5,51.7,75.1,85.0,6.0,68.9
STU0960,21,Male,7.7,50.2,76.9,79.8,70.5,55.9,7.6,67.6
STU0961,20,Female,5.8,58.7,41.7,94.4,59.1,88.5,6.1,64.1
STU0962,18,Male,8.5,93.8,69.4,79.3,83.9,63.2,7.0,67.1
STU0963,17,Female,9.9,72.1,42.1,52.4,57.3,66.7,8.1,47.9
STU0964,17,Female,8.4,99.2,84.4,51.4,84.2,95.0,8.5,65.7
STU0965,22,Male,7.3,69.8,57.6,91.4,44.2,85.6,8.4,62.2
STU0966,18,Female,5.8,85.8,70.9,52.7,91.9,56.7,7.3,66.9
STU0967,22,Female,5.0,64.1,55.4,73.6,70.0,35.6,6.0,54.3
STU0968,20,Female,1.8,68.2,83.0,47.0,66.3,72.6,7.6,61.3
STU0969,17,Female,4.6,59.5,88.8,49.4,76.7,77.2,7.8,67.8
STU0970,17,Female,9.2,67.4,61.9,82.0,77.5,74.0,5.0,66.3
STU0971,21,Male,8.3,77.4,87.5,82.9,47.9,93.1,6.8,70.9
STU0972,20,Female,2.9,99.6,54.7,63.8,85.4,86.8,8.4,64.4
STU0973,17,Female,5.2,83.2,69.4,56.9,56.6,61.9,7.0,53.3
STU0974,20,Female,8.4,60.0,87.2,89.8,94.3,38.8,6.2,72.1
STU0975,18,Female,1.6,52.2,57.9,56.9,89.1,63.6,8.5,60.8
STU0976,19,Female,4.5,56.3,92.5,74.8,60.8,76.4,5.6,74.9
STU0977,17,Male,8.7,78.1,46.7,98.3,88.5,71.5,5.8,66.6
STU0978,21,Female,4.6,88.3,41.0,53.1,61.4,67.3,7.7,49.9
STU0979,18,Male,1.7,97.0,89.7,96.7,46.1,63.1,6.4,65.4
STU0980,20,Male,5.9,50.8,43.8,55.1,97.7,52.6,7.9,56.5
STU0981,22,Male,8.8,76.1,94.6,76.2,79.2,51.6,5.6,71.9
STU0982,18,Male,6.3,73.5,92.3,65.7,67.4,65.0,6.0,73.7
STU0983,17,Female,3.0,82.8,47.5,98.1,63.9,44.6,5.6,55.9
STU0984,20,Male,4.5,78.0,69.6,60.0,59.5,55.4,8.8,57.6
STU0985,19,Male,5.1,84.4,50.2,67.0,98.9,54.4,6.6,56.6
STU0986,18,Female,6.2,82.9,63.5,99.1,48.1,70.2,6.3,61.5
STU0987,17,Female,7.8,55.9,43.4,74.5,58.9,39.0,5.1,54.1
STU0988,21,Female,1.9,90.0,52.3,72.6,69.1,84.8,5.6,62.0
STU0989,22,Male,9.0,56.2,60.0,59.2,68.7,68.7,6.7,60.6
STU0990,20,Female,1.1,84.9,64.1,83.6,68.3,75.2,5.3,63.2
STU0991,18,Female,4.3,70.8,93.8,45.8,50.5,77.2,7.0,62.1
STU0992,18,Male,1.2,75.7,84.4,47.7,48.7,52.5,6.8,58.4
